jc,20131204,36k,e,bki,hkg,ka,068,2000,19970821
km,20131204,36h,e,bki,hkg,ka,068,2000,19970821
jc,20131210,32a,e,hkg,bki,ka,061,0810,19970821
km,20131210,32c,e,hkg,bki,ka,061,0810,19970821
jc,20131207,12k,b,hkg,pvg,cx,369,1400,19970821
km,20131207,66g,e,hkg,pvg,cx,369,1400,19970821
jc,20131210,11a,b,pvg,hkg,ka,891,1820,19970821
km,20131210,22d,e,pvg,hkg,ka,891,1820,19970821

  
